Compound Identifier	Odor	Replicate	Intensity	Dilution	subject #	INTENSITY/STRENGTH	VALENCE/PLEASANTNESS	BAKERY	SWEET	FRUIT	FISH	GARLIC	SPICES	COLD	SOUR	BURNT	ACID	WARM	MUSKY	SWEATY	AMMONIA/URINOUS	DECAYED	WOOD	GRASS	FLOWER	CHEMICAL
8051	N/A	0	high	1/1000	24	80	45	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
8051	N/A	0	low	1/100000	25	67	29	0	55	0	0	0	56	0	87	0	19	0	48	0	43	0	0	54	59	0
8051	N/A	0	high	1/1000	25	88	62	0	0	0	0	0	0	0	83	0	56	0	0	0	96	0	0	18	35	100
8051	N/A	0	low	1/100000	26	3	75	45	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8051	N/A	0	high	1/1000	26	93	61	0	61	88	0	0	0	79	38	0	0	0	0	0	0	0	0	0	0	49
8051	N/A	0	low	1/100000	27	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8051	N/A	0	high	1/1000	27	60	65	0	69	0	0	0	0	0	38	0	9	0	0	0	0	0	0	0	23	73
8051	N/A	0	low	1/100000	28	11	77	0	19	0	0	0	29	23	0	0	0	0	37	0	0	0	19	26	18	0
8051	N/A	0	high	1/1000	28	78	76	0	83	95	0	0	0	40	0	0	0	0	0	0	0	51	0	0	0	0
8051	N/A	0	low	1/100000	29	1	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8051	N/A	0	high	1/1000	29	99	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0
8051	N/A	0	low	1/100000	30	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8051	N/A	0	high	1/1000	30	58	37	0	0	0	0	0	0	0	88	0	23	0	39	39	0	90	0	0	0	14
8051	N/A	0	low	1/100000	31	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8051	N/A	0	high	1/1000	31	76	74	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8051	N/A	0	low	1/100000	32	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8051	N/A	0	high	1/1000	32	98	10	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	29	0	69
8051	N/A	0	low	1/100000	33	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8051	N/A	0	high	1/1000	33	75	23	29	4	0	0	6	4	0	70	0	0	38	0	0	0	54	0	0	0	0
8051	N/A	0	low	1/100000	34	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8051	N/A	0	high	1/1000	34	93	42	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
8051	N/A	0	low	1/100000	35	11	23	0	0	0	0	0	0	0	0	0	0	30	16	0	0	0	72	0	0	0
8051	N/A	0	high	1/1000	35	73	81	0	71	74	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0
8051	N/A	0	low	1/100000	36	25	56	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8051	N/A	0	high	1/1000	36	100	100	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8051	N/A	0	low	1/100000	37	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8051	N/A	0	high	1/1000	37	84	18	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	65
8051	N/A	0	low	1/100000	38	80	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8051	N/A	0	high	1/1000	38	91	92	0	76	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8051	N/A	0	low	1/100000	39	7	16	0	0	0	0	0	0	0	6	0	0	0	0	82	0	0	0	0	0	0
8051	N/A	0	high	1/1000	39	66	96	100	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8051	N/A	0	low	1/100000	40	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8051	N/A	0	high	1/1000	40	71	25	0	0	0	0	0	0	0	0	0	59	0	54	0	0	0	0	0	0	51
8051	N/A	0	low	1/100000	41	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8051	N/A	0	high	1/1000	41	64	35	0	0	0	0	18	0	0	0	40	0	0	0	0	0	57	0	23	0	0
8051	N/A	0	low	1/100000	42	0	46	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	20
8051	N/A	0	high	1/1000	42	0	43	0	0	0	0	0	0	8	0	0	0	36	0	0	0	59	0	0	0	43
8051	N/A	0	low	1/100000	43	30	30	0	0	0	0	0	0	0	0	0	0	0	18	22	0	0	0	0	0	0
8051	N/A	0	high	1/1000	43	57	57	0	0	0	0	0	0	0	0	0	0	0	16	17	0	0	0	0	0	0
8051	N/A	0	low	1/100000	44	13	66	0	13	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0
8051	N/A	0	high	1/1000	44	73	78	0	50	0	0	0	0	0	0	0	0	41	41	0	0	0	78	0	19	0
8051	N/A	0	low	1/100000	45	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8051	N/A	0	high	1/1000	45	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8051	N/A	0	low	1/100000	46	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8051	N/A	0	high	1/1000	46	50	51	1	1	1	1	1	1	1	1	1	1	1	1	1	15	1	1	1	1	1
8051	N/A	0	low	1/100000	47	9	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8051	N/A	0	high	1/1000	47	12	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8051	N/A	0	low	1/100000	48	61	95	42	44	0	0	0	36	0	0	0	0	70	0	0	0	0	0	0	35	0
8051	N/A	0	high	1/1000	48	95	87	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8051	N/A	0	low	1/100000	49	7	48	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	8
8051	N/A	0	high	1/1000	49	78	47	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	84
8078	N/A	0	low	1/1000	1	77	34	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	80
8078	N/A	0	high	1/10	1	2	54	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8078	N/A	0	low	1/1000	2	39	60	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	53
8078	N/A	0	high	1/10	2	69	43	0	0	0	0	0	0	0	0	0	18	0	0	0	76	0	0	0	0	71
8078	N/A	0	low	1/1000	3	74	72	0	0	0	0	0	39	0	0	0	0	57	0	0	0	0	0	0	0	53
8078	N/A	0	high	1/10	3	90	70	0	0	0	0	0	0	0	45	0	67	66	0	0	0	0	0	0	0	69
8078	N/A	0	low	1/1000	4	97	14	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0
8078	N/A	0	high	1/10	4	98	5	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0
8078	N/A	0	low	1/1000	5	60	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8078	N/A	0	high	1/10	5	62	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8078	N/A	0	low	1/1000	6	3	44	0	0	0	0	0	0	0	0	70	0	0	28	0	0	0	0	0	0	23
8078	N/A	0	high	1/10	6	64	43	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	70
8078	N/A	0	low	1/1000	7	2	16	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79
8078	N/A	0	high	1/10	7	12	80	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8078	N/A	0	low	1/1000	8	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8078	N/A	0	high	1/10	8	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8078	N/A	0	low	1/1000	9	17	66	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0
8078	N/A	0	high	1/10	9	100	37	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	100
8078	N/A	0	low	1/1000	10	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8078	N/A	0	high	1/10	10	90	40	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	81
8078	N/A	0	low	1/1000	11	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8078	N/A	0	high	1/10	11	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8078	N/A	0	low	1/1000	12	100	0	0	0	0	0	0	0	0	10	12	14	0	9	12	9	0	0	0	0	8
8078	N/A	0	high	1/10	12	39	51	0	14	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
8078	N/A	0	low	1/1000	13	14	17	0	0	0	0	0	0	94	0	0	65	0	0	0	61	28	0	0	0	93
8078	N/A	0	high	1/10	13	19	62	0	40	0	0	0	0	100	64	0	0	0	0	0	57	75	0	25	70	46
8078	N/A	0	low	1/1000	14	5	2	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	62
8078	N/A	0	high	1/10	14	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49
8078	N/A	0	low	1/1000	15	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8078	N/A	0	high	1/10	15	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8078	N/A	0	low	1/1000	16	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8078	N/A	0	high	1/10	16	60	41	0	11	0	0	0	10	0	27	0	62	20	0	32	0	11	0	11	21	10
8078	N/A	0	low	1/1000	17	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8078	N/A	0	high	1/10	17	100	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100
8078	N/A	0	low	1/1000	18	64	47	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	71
8078	N/A	0	high	1/10	18	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8078	N/A	0	low	1/1000	19	76	13	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	33
8078	N/A	0	high	1/10	19	79	24	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	73
8078	N/A	0	low	1/1000	20	85	47	0	0	0	0	0	0	0	0	0	15	0	12	0	0	0	0	0	0	18
8078	N/A	0	high	1/10	20	48	53	0	0	0	0	0	0	17	0	0	11	0	0	0	0	0	0	0	0	30
8078	N/A	0	low	1/1000	21	24	91	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0
8078	N/A	0	high	1/10	21	42	83	29	24	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
8078	N/A	0	low	1/1000	22	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8078	N/A	0	high	1/10	22	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8078	N/A	0	low	1/1000	23	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8078	N/A	0	high	1/10	23	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8078	N/A	0	low	1/1000	24	11	48	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8078	N/A	0	high	1/10	24	93	7	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	84
8078	N/A	0	low	1/1000	25	80	34	0	0	0	0	29	14	0	0	0	88	0	39	23	77	0	23	0	0	82
8078	N/A	0	high	1/10	25	80	42	0	0	0	0	0	0	0	56	49	0	19	0	0	90	0	0	0	0	87
8078	N/A	0	low	1/1000	26	43	45	5	12	0	0	0	9	0	0	0	6	6	0	0	7	0	0	0	0	0
8078	N/A	0	high	1/10	26	79	62	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	25	36	0
8078	N/A	0	low	1/1000	27	82	12	0	0	0	0	0	0	0	7	20	40	0	0	0	0	0	0	0	0	100
8078	N/A	0	high	1/10	27	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8078	N/A	0	low	1/1000	28	62	54	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	93
8078	N/A	0	high	1/10	28	52	51	0	0	0	0	0	37	98	0	0	0	0	0	0	0	0	0	0	0	100
8078	N/A	0	low	1/1000	29	100	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
8078	N/A	0	high	1/10	29	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
8078	N/A	0	low	1/1000	30	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8078	N/A	0	high	1/10	30	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8078	N/A	0	low	1/1000	31	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75
8078	N/A	0	high	1/10	31	0	75	0	0	0	0	0	0	0	0	0	9	0	0	0	7	0	0	0	0	0
8078	N/A	0	low	1/1000	32	92	18	0	0	0	0	0	0	0	46	0	85	0	0	0	57	0	0	0	0	71
8078	N/A	0	high	1/10	32	97	13	0	0	0	0	0	0	0	10	0	88	0	0	0	7	0	0	0	0	94
8078	N/A	0	low	1/1000	33	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8078	N/A	0	high	1/10	33	9	87	0	68	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	100	0
8078	N/A	0	low	1/1000	34	56	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65
8078	N/A	0	high	1/10	34	95	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
8078	N/A	0	low	1/1000	35	78	21	0	0	0	0	0	0	57	0	0	37	52	0	0	0	0	0	0	0	68
8078	N/A	0	high	1/10	35	100	0	0	0	0	0	0	0	100	0	0	51	0	0	0	0	0	0	0	0	100
8078	N/A	0	low	1/1000	36	37	56	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0
8078	N/A	0	high	1/10	36	57	52	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	100
8078	N/A	0	low	1/1000	37	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8078	N/A	0	high	1/10	37	5	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0
8078	N/A	0	low	1/1000	38	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8078	N/A	0	high	1/10	38	88	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100
8078	N/A	0	low	1/1000	39	12	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76
8078	N/A	0	high	1/10	39	27	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8078	N/A	0	low	1/1000	40	16	88	0	0	0	0	54	46	0	54	52	33	0	0	0	0	0	0	0	0	49
8078	N/A	0	high	1/10	40	73	82	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	35	0	30
8078	N/A	0	low	1/1000	41	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8078	N/A	0	high	1/10	41	78	68	73	91	100	0	0	0	0	0	0	0	78	0	0	0	0	0	0	44	0
8078	N/A	0	low	1/1000	42	12	52	0	0	0	0	0	0	5	1	1	1	4	1	1	1	8	0	0	0	31
8078	N/A	0	high	1/10	42	75	67	0	0	0	0	0	0	16	0	0	0	25	0	0	0	7	0	0	0	64
8078	N/A	0	low	1/1000	43	19	20	0	0	0	0	0	0	0	17	0	25	0	0	0	0	0	0	0	0	17
8078	N/A	0	high	1/10	43	2	71	0	20	5	0	0	0	0	0	0	0	14	0	0	0	0	0	0	25	0
8078	N/A	0	low	1/1000	44	69	37	0	0	0	0	0	0	0	20	0	32	0	0	19	0	0	0	0	0	60
8078	N/A	0	high	1/10	44	80	41	0	0	0	0	0	0	0	47	0	30	0	0	0	0	0	0	0	0	91
8078	N/A	0	low	1/1000	45	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8078	N/A	0	high	1/10	45	29	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
8078	N/A	0	low	1/1000	46	95	49	8	8	3	6	0	11	14	14	15	11	5	5	9	8	14	5	19	7	63
8078	N/A	0	high	1/10	46	48	49	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	19
8078	N/A	0	low	1/1000	47	38	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8078	N/A	0	high	1/10	47	69	80	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8078	N/A	0	low	1/1000	48	86	24	17	0	0	0	0	7	14	0	0	0	0	0	7	0	0	0	0	0	0
8078	N/A	0	high	1/10	48	11	94	15	70	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	44	0
8078	N/A	0	low	1/1000	49	72	30	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	2
8078	N/A	0	high	1/10	49	91	5	0	0	0	0	0	0	0	0	3	5	0	0	0	6	0	0	0	0	84
8137	N/A	0	low	1/100000	1	43	44	0	0	0	0	0	0	0	10	0	0	0	0	0	0	7	0	0	0	0
8137	N/A	0	high	1/1000	1	64	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50
8137	N/A	0	low	1/100000	2	67	76	0	16	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0
8137	N/A	0	high	1/1000	2	78	91	0	55	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8137	N/A	0	low	1/100000	3	69	82	0	31	0	0	0	13	0	0	0	0	36	0	0	0	0	0	55	41	0
8137	N/A	0	high	1/1000	3	77	77	0	64	53	0	0	0	0	0	0	0	58	0	0	0	0	0	0	44	0
8137	N/A	0	low	1/100000	4	100	97	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98
8137	N/A	0	high	1/1000	4	85	98	0	55	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8137	N/A	0	low	1/100000	5	21	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8137	N/A	0	high	1/1000	5	30	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8137	N/A	0	low	1/100000	6	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8137	N/A	0	high	1/1000	6	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8137	N/A	0	low	1/100000	7	95	96	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8137	N/A	0	high	1/1000	7	78	97	0	54	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8137	N/A	0	low	1/100000	8	54	52	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0
8137	N/A	0	high	1/1000	8	88	92	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8137	N/A	0	low	1/100000	9	72	63	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0
8137	N/A	0	high	1/1000	9	100	100	0	0	100	0	0	0	0	0	0	0	0	0	0	0	1	0	100	0	0
8137	N/A	0	low	1/100000	10	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8137	N/A	0	high	1/1000	10	53	35	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	32	12	0	0
8137	N/A	0	low	1/100000	11	16	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8137	N/A	0	high	1/1000	11	89	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0
8137	N/A	0	low	1/100000	12	78	26	0	0	0	25	21	0	0	49	0	0	0	0	35	0	0	0	0	0	0
8137	N/A	0	high	1/1000	12	80	78	66	0	0	0	52	0	0	81	0	0	0	0	0	0	0	0	0	0	0
8137	N/A	0	low	1/100000	13	100	67	0	29	16	0	0	0	0	38	15	0	69	39	0	39	72	0	36	69	0
8137	N/A	0	high	1/1000	13	73	33	0	0	0	0	0	0	0	52	22	0	69	27	0	0	0	0	0	46	86
8137	N/A	0	low	1/100000	14	30	100	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8137	N/A	0	high	1/1000	14	78	100	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8137	N/A	0	low	1/100000	15	61	59	9	37	22	0	0	0	43	0	0	0	0	15	0	0	0	0	0	26	0
8137	N/A	0	high	1/1000	15	59	81	22	39	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0
8137	N/A	0	low	1/100000	16	79	7	0	67	33	0	0	55	0	57	0	51	46	58	48	0	44	64	88	60	18
8137	N/A	0	high	1/1000	16	70	33	31	27	0	0	44	55	27	29	31	36	22	0	39	33	0	0	0	25	28
8137	N/A	0	low	1/100000	17	47	48	0	9	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8137	N/A	0	high	1/1000	17	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8137	N/A	0	low	1/100000	18	52	56	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0
8137	N/A	0	high	1/1000	18	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8137	N/A	0	low	1/100000	19	64	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8137	N/A	0	high	1/1000	19	88	86	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8137	N/A	0	low	1/100000	20	28	44	0	16	0	0	0	0	0	18	0	0	0	25	20	0	0	0	0	18	17
8137	N/A	0	high	1/1000	20	78	24	0	0	0	0	0	0	6	19	0	0	0	6	0	7	0	0	8	0	16
8137	N/A	0	low	1/100000	21	8	0	0	0	0	0	0	0	5	7	5	0	0	0	0	5	3	0	0	0	4
8137	N/A	0	high	1/1000	21	100	100	0	6	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8137	N/A	0	low	1/100000	22	96	91	61	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0
8137	N/A	0	high	1/1000	22	100	100	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8137	N/A	0	low	1/100000	23	72	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8137	N/A	0	high	1/1000	23	67	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0
8137	N/A	0	low	1/100000	24	66	53	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55
8137	N/A	0	high	1/1000	24	86	22	0	17	0	0	0	0	0	0	0	0	0	28	0	0	0	23	67	0	0
8137	N/A	0	low	1/100000	25	62	92	0	97	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
8137	N/A	0	high	1/1000	25	62	59	38	70	34	0	0	0	0	40	0	0	0	0	0	0	0	0	20	84	0
8137	N/A	0	low	1/100000	26	23	52	0	25	8	0	0	0	12	0	0	0	0	0	0	0	0	3	46	15	0
8137	N/A	0	high	1/1000	26	46	82	0	13	47	0	0	0	19	4	0	0	0	0	0	0	0	0	71	32	0
8137	N/A	0	low	1/100000	27	64	67	0	0	15	0	0	0	0	28	0	0	0	0	0	0	0	0	0	40	0
8137	N/A	0	high	1/1000	27	62	74	41	66	78	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0
8137	N/A	0	low	1/100000	28	25	51	0	8	52	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0
8137	N/A	0	high	1/1000	28	69	64	58	95	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
